¦Titol¦Autor¦Autor_id¦Editorial¦Preu_soci¦Preu_Public¦Tipus_Producte¦EAN¦Ref_Abacus¦Encuadernacio¦Coleccio¦Materia¦Ruta¦Data
101¦Zorras¦Casquet, Noemí¦4000685522¦Ediciones B¦17,00€¦17,90€¦Libro¦9788466667593¦1335631.97¦¦¦¦Inicio \ Libros \ Libros de Narrativa y Novelas¦2020-11-06
102¦Padre Rico, Padre Pobre¦Kiyosaki, Robert T.¦A000532389¦Debolsillo¦9,45€¦9,95€¦Libro¦9788466332125¦1135643.68¦¦Clave¦¦Inicio \ Libros \ Libros de Economía, Empresa y Derecho \ Economía¦2020-11-06
103¦Nada¦¦¦¦9,45€¦9,95€¦Material complementario de texto¦9788423355693¦1290830.80¦¦Educación¦¦Inicio \ Libros \ Libros de Narrativa y Novelas¦2020-11-06
104¦Las alas de Sophie¦Kellen, Alice¦4000658738¦Planeta¦17,00€¦17,90€¦Libro¦9788408232841¦1339079.22¦¦¦¦Inicio \ Libros \ Libros de Narrativa y Novelas¦2020-11-06
105¦Unorthodox¦Feldman, Deborah¦4000692608¦Columna Edicions¦19,85€¦20,90€¦Libro¦9788466426893¦1337514.24¦¦¦¦Inicio \ Libros \ Libros de Ciencia y Conocimiento \ Ciencias sociales y humanas¦2020-11-06
106¦La chica de nieve¦Castillo, Javier¦4000669049¦Suma¦17,95€¦18,90€¦Libro¦9788491292661¦1327078.90¦Rústico¦¦¦Inicio \ Libros \ Libros de Narrativa y Novelas¦2020-11-06
107¦Patria¦Aramburu, Fernando¦A000505106¦Tusquets¦21,75€¦22,90€¦Libro¦9788490663196¦1161812.13¦¦Andanzas¦¦Inicio \ Libros \ Libros de Narrativa y Novelas¦2020-11-06
108¦El Lazarillo de Tormes¦¦¦¦9,17€¦9,65€¦Material complementario de texto¦9788431699819¦52599.87¦¦¦¦Inicio \ Libros \ Libros de Narrativa y Novelas¦2020-11-06
109¦Como polvo en el viento¦Padura, Leonardo¦A000525221¦Tusquets¦21,75€¦22,90€¦Libro¦9788490668610¦1339204.65¦Rústico¦Andanzas¦¦Inicio \ Libros \ Libros de Narrativa y Novelas¦2020-11-06
110¦Curset¦Aavv¦A000500090¦Blackie Books¦18,90€¦19,90€¦Libro¦9788417552961¦1338830.56¦¦¦¦Inicio \ Libros \ Libros de Ciencia y Conocimiento \ Ciencias sociales y humanas¦2020-11-06
111¦Fin de temporada¦Martínez de Pisón, Ignacio¦A000511976¦Seix Barral¦19,85€¦20,90€¦Libro¦9788432236990¦1339152.35¦Rústico¦Biblioteca Breve¦¦Inicio \ Libros \ Libros de Narrativa y Novelas¦2020-11-06
112¦El poder de confiar en ti¦Cañete, Curro¦4000667080¦Planeta¦16,05€¦16,90€¦Libro¦9788408205630¦1279538.33¦¦No ficción¦¦Inicio \ Libros \ Libros de Ciencia y Conocimiento \ Pedagogía y psicología¦2020-11-06
113¦La verdad de la pandemia. Quién ha sido y por qué¦¦¦¦18,90€¦19,90€¦Llibre¦9788427047723¦1337842.26¦Rústico¦¦¦Inicio \ Libros \ Libros de Ciencia y Conocimiento \ Ciencias naturales¦2020-11-06
114¦Yo, Julia¦Posteguillo, Santiago¦A000625212¦Booket¦13,25€¦13,95€¦Libro¦9788408234494¦1339103.44¦Rústico¦Novela histórica¦¦Inicio \ Libros \ Libros de Narrativa y Novelas¦2020-11-06
115¦Pluja d'estels¦Aguilar, Laia¦A000554622¦Destino - català¦18,52€¦19,50€¦Libro¦9788497102940¦ 1323085.88¦¦L'àncora¦¦Inicio \ Libros \ Libros de Narrativa y Novelas¦2020-11-06
